sentence,lemma,verb,verb_pos,theme,recipient,theme_pos,recipient_pos
oh you were just showing ryan one you were showing him one that had a little dump thing right ?,show,showing,VBG,one,ryan,NN,NNP
a little bit but maybe you should tell me a little bit about it .,tell,tell,VB,bit,me,NN,PRP
you told me a little bit about it but i still don't know all the way .,tell,told,VBD,bit,me,NN,PRP
show kent your pictures that you made .,show,show,VB,pictures,kent,NNS,NNP
well just show him the two that you got .,show,show,VB,two,him,CD,PRP
well show him kent the front .,show,show,VB,front,kent,NN,NNP
i thought you're supposed to comb it you know after you give her a bath .,give,give,VBP,bath,her,NN,PRP
better give her a permanent .,give,give,VB,permanent,her,JJ,PRP
why don't you finish giving your doll a bath ?,give,giving,VBG,bath,doll,NN,NN
can you tell me a little bit about our house in budapest ?,tell,tell,VB,bit,me,NN,PRP
like give me an example what ?,give,give,VB,example,me,NN,PRP
how come you give marky your beer ?,give,give,VB,beer,marky,NN,NNP
i can show you one word .,show,show,VB,word,you,NN,PRP
but do you remember what i told you i heard from hans and temerl about him ?,tell,told,VBD,you,what,PRP,WP
oh well thanks for showing me games emma ?,show,showing,VBG,games,me,NNS,PRP
do you know what people could call me then ?,call,call,VB,me,what,PRP,WP
we'll make gracie a birthday card .,make,make,VB,card,gracie,NN,NNP
i'm gonna send her a three eyed ballerina in this .,send,send,VB,ballerina,her,NN,PRP
i'll give you a stamp ?,give,give,VB,stamp,you,NN,PRP
we mailed her three eyed ballerina we made bird cape for grace but we can give grace two things .,give,give,VB,things,grace,NNS,NNP
wanna give her this too .,give,give,VB,this,her,DT,PRP
we'll give her two honey it's alright .,give,give,VB,honey,her,NN,PRP
for michela and we'll bring her present and i thought we could go you know we could just go and it would be fun .,bring,bring,VB,present,her,NN,PRP
i want tell you a secret .,tell,tell,VB,secret,you,NN,PRP
give me the leg .,give,give,VB,leg,me,NN,PRP
tell him a story .,tell,tell,VB,story,him,NN,PRP
why don't you sing that song you .,sing,sing,VB,you,song,PRP,NN
tell me a story .,tell,tell,VB,story,me,NN,PRP
he gave you a chocolate chip cookie at ten o'clock in the morning .,give,gave,VBD,cookie,you,NN,PRP
what did you teach your daddy ?,teach,teach,VB,daddy,what,NN,WP
you give me some of the money and then i'll pay you .,give,give,VBP,some,me,DT,PRP
so i'll give you this money and you give me some change .,give,give,VB,money,you,NN,PRP
you give me some change .,give,give,VBP,change,me,NN,PRP
she's giving her kittie cat a little ride in the carriage huh ?,give,giving,VBG,ride,cat,NN,NN
give me ball .,give,give,VB,ball,me,NN,PRP
give me that ball .,give,give,VB,ball,me,NN,PRP
tell me me about them .,tell,tell,VB,me,me,PRP,PRP
you wanna show him that game chutes and ladders ?,show,show,VB,game,him,NN,PRP
which one did you just give ryan ?,give,give,VB,ryan,one,NNP,NN
well one thing i'll give you a little hint it's something that was kind of silly because we can eat it too for breakfast .,give,give,VB,hint,you,NN,PRP
oh can i give you a hint ?,give,give,VB,hint,you,NN,PRP
so you think that she would be thinking about coming and then you want to get a map so that you can know where her house is and then you're gonna bring her the card ?,bring,bring,VB,card,her,NN,PRP
what should we tell dr weist before it finishes ?,tell,tell,VB,weist,what,NNP,WP
chantilly give me that .,give,give,VB,that,me,DT,PRP
i'll give you a nickel .,give,give,VB,nickel,you,NN,PRP
you know what he told me ?,tell,told,VBD,me,what,PRP,WP
tell me the letter .,tell,tell,VB,letter,me,NN,PRP
and give her a nice bath .,give,give,VB,bath,her,NN,PRP
what did you tell the lyon's ?,tell,tell,VB,lyon,what,NNP,WP
no he sent me it in the mail .,send,sent,VBD,it,me,PRP,PRP
no i don't know what the rule of thumb is because i didn't ask them all that question .,ask,ask,VB,question,them,NN,PRP
da last four two doubled it and one only gave me an estimate for when he did all the work .,give,gave,VBD,estimate,me,NN,PRP
than you lovey for showing me that .,show,showing,VBG,that,me,DT,PRP
well why should we bring them a bottle of wine then ?,bring,bring,VB,bottle,them,NN,PRP
let's bring them a cheese cake .,bring,bring,VB,cake,them,NN,PRP
and i he showed me this this little thing on his tummy .,show,showed,VBD,thing,me,NN,PRP
did you show ursula your art gallery ?,show,show,VB,gallery,ursula,NN,NNP
did you show her your basket ?,show,show,VB,basket,her,NN,PRP
what did you tell me ?,tell,tell,VB,me,what,PRP,WP
adam what did the lady say when she told you that story .,tell,told,VBD,story,you,NN,PRP
did she tell you all of the story or did she just stop with the chopping ?,tell,tell,VB,all,you,DT,PRP
tell me the story ross .,tell,tell,VB,story,me,NN,PRP
tell me the story about the bird .,tell,tell,VB,story,me,NN,PRP
and giving him bad instructions ?,give,giving,VBG,instructions,him,NNS,PRP
what do i ask them ?,ask,ask,VB,them,what,PRP,WP
tell mommy the whole story .,tell,tell,VB,story,mommy,NN,NN
tell me the reason why you know .,tell,tell,VB,reason,me,NN,PRP
just give me the real reason .,give,give,VB,reason,me,NN,PRP
so tell me some more ?,tell,tell,VB,more,me,JJR,PRP
tell me some more ?,tell,tell,VB,more,me,JJR,PRP
i got an idea you can tell me a story .,tell,tell,VB,story,me,NN,PRP
tell me one of your stories .,tell,tell,VB,one,me,CD,PRP
tell me the story .,tell,tell,VB,story,me,NN,PRP
tell me a reason why ?,tell,tell,VB,reason,me,NN,PRP
what did daddy promise you ?,promise,promise,VB,you,what,PRP,WP
i'll give it a shot ?,give,give,VB,shot,it,NN,PRP
you're not telling me any more of the story .,tell,telling,VBG,more,me,JJR,PRP
you're not you're not telling me anything .,tell,telling,VBG,anything,me,NN,PRP
oh are you teaching him a lot ?,teach,teaching,VBG,lot,him,NN,PRP
well give me a good reason why he should stay up .,give,give,VB,reason,me,NN,PRP
show me a mad mouse .,show,show,VB,mouse,me,NN,PRP
tell me the whole story ?,tell,tell,VB,story,me,NN,PRP
what we tell you down the beach who ?,tell,tell,VBP,you,what,PRP,WP
see any of the horses uncle george took you any horses ?,take,took,VBD,you,any,PRP,DT
dot sandra wouldn't give you the purple one .,give,give,VB,one,you,NN,PRP
what do what do you think ernie ?,think,think,VB,what,what,WP,WP
i'll give you a hint .,give,give,VB,hint,you,NN,PRP
you just gave him money back ?,give,gave,VBD,money,him,NN,PRP
so you gave him the money .,give,gave,VBD,money,him,NN,PRP
tell ryan the story about what happened with roman's video we borrowed .,tell,tell,VB,story,ryan,NN,NNP
that's what your mommy taught you ?,teach,taught,VBD,you,what,PRP,WP
i don't think i made you some jello but i don't think it's ready .,make,made,VBD,jello,you,NN,PRP
take care your thing .,take,take,VB,thing,care,NN,NN
tell kent his name her name .,tell,tell,VB,name,kent,NN,NNP
tell kent her name .,tell,tell,VB,name,kent,NN,NNP
you know what daddy told you ?,tell,told,VBD,you,what,PRP,WP
we're playing a little game called real estate where we sell each others houses .,sell,sell,VBP,houses,others,NNS,NNS
tell us the whole story .,tell,tell,VB,story,us,NN,PRP
ross do you want to come up and give me a kiss ?,give,give,VB,kiss,me,NN,PRP
you going read me a story ?,read,read,VB,story,me,NN,PRP
sarah you read ann marie a story .,read,read,VBD,story,marie,NN,NNP
i know the song wha what can i give you .,give,give,VB,you,what,PRP,WP
if i were a shepherd i could give him a lamb .,give,give,VB,lamb,him,NN,PRP
what can i give him ?,give,give,VB,him,what,PRP,WP
what can i give him ?,give,give,VB,him,what,PRP,WP
you can show him your binoculars .,show,show,VB,binoculars,him,NNS,PRP
what can we give him ?,give,give,VB,him,what,PRP,WP
well i need some for the robot do you think you could give me some ?,give,give,VB,some,me,DT,PRP
so who can give us the medicine ?,give,give,VB,medicine,us,NN,PRP
give me your shoes .,give,give,VB,shoes,me,NNS,PRP
someone gave me the sneezes i don't know who though .,give,gave,VBD,sneezes,me,NNS,PRP
i made you a big chocolate cake .,make,made,VBD,cake,you,NN,PRP
i brought you something for you birthday .,bring,brought,VBD,something,you,NN,PRP
so they rarely work and instead spend their days playing having parties making music and telling each other wonderful stories ?,tell,telling,VBG,stories,other,NNS,JJ
we are no longer lazy and we still have time to be happy telling each other wonderful tales and playing beautiful music .,tell,telling,VBG,tales,other,NNS,JJ
who read you all these stories that you know all these stories so good ?,read,read,VBD,stories,you,NNS,PRP
hand me the other blue piece will you .,hand,hand,VB,piece,me,NN,PRP
alright you tell me the names ?,tell,tell,VB,names,me,NNS,PRP
i'll give you a hint ick .,give,give,VB,hint,you,NN,PRP
so how do you if i just go there will they give me one then .,give,give,VB,one,me,NN,PRP
so he'll be curious as to what i brought you for a snack .,bring,brought,VBD,you,what,PRP,WP
your mommy brought you a reese's yup ?,bring,brought,VBD,reese,you,NNP,PRP
i'll give you a hint .,give,give,VB,hint,you,NN,PRP
why don't you show ursula your puppets ?,show,show,VB,puppets,ursula,NNS,NNP
it says gobble gobble gobble .,say,says,VBZ,gobble,gobble,NN,NN
adam do you remember what i told you i saw at the museum ?,tell,told,VBD,you,what,PRP,WP
you didn't show kent your jump rope .,show,show,VB,rope,kent,NN,NNP
three easter baskets and a pail and money and marion gave her a bunch of pennies too .,give,gave,VBD,bunch,her,NN,PRP
your grandaddy gave you that .,give,gave,VBD,that,you,DT,PRP
nana sent you an easter card .,send,sent,VBD,card,you,NN,PRP
then you probably wouldn't give him a snack .,give,give,VB,snack,him,NN,PRP
why don't you tell me a story ?,tell,tell,VB,story,me,NN,PRP
tell me a good story .,tell,tell,VB,story,me,NN,PRP
what a story what would happen if i told you a story like that ?,tell,told,VBD,story,you,NN,PRP
is that what he told them at preschool ?,tell,told,VBD,them,what,PRP,WP
he told them some very interesting things .,tell,told,VBD,things,them,NNS,PRP
okay you want raisins and what else ?,want,want,VBP,what,raisins,WP,NNS
ideas that can get him exactly what what he wants .,want,wants,VBZ,what,him,WP,PRP
i'll give you love .,give,give,VB,love,you,NN,PRP
bring me your balloon boy .,bring,bring,VB,boy,me,NN,PRP
give me a gallon of gasoline .,give,give,VB,gallon,me,NN,PRP
give me a gallon .,give,give,VB,gallon,me,NN,PRP
i told you no craziness okay .,tell,told,VBD,craziness,you,NN,PRP
oh you better maybe you should give me some chocolate milk then .,give,give,VB,milk,me,NN,PRP
here paul give the horsie some sugar .,give,give,VB,sugar,horsie,NN,NN
will you give me a slice ?,give,give,VB,slice,me,NN,PRP
sarah come here and show me some of these things .,show,show,VB,some,me,DT,PRP
would you give me the apple ?,give,give,VB,apple,me,NN,PRP
would you give me the apples ?,give,give,VB,apples,me,NNS,PRP
would you give me the bananas ?,give,give,VB,bananas,me,NNS,PRP
give me the bananas .,give,give,VB,bananas,me,NNS,PRP
sarah would you give me two bananas ?,give,give,VB,bananas,me,NNS,PRP
sarah would you give me a banana ?,give,give,VB,banana,me,NN,PRP
oh show me the girl with the blue hat .,show,show,VB,girl,me,NN,PRP
show me the bunny eating the carrot .,show,show,VB,bunny,me,NN,PRP
show me the doggie with the black tail .,show,show,VB,doggie,me,NN,PRP
can you show me a pepper ?,show,show,VB,pepper,me,NN,PRP
can you show me some pepper ?,show,show,VB,pepper,me,NN,PRP
show me a pepper again .,show,show,VB,pepper,me,NN,PRP
can you show me a string here ?,show,show,VB,string,me,NN,PRP
uh can you show me the red kittie ?,show,show,VB,kittie,me,NN,PRP
can you show me the yellow kittie ?,show,show,VB,kittie,me,NN,PRP
can you show me the girl ?,show,show,VB,girl,me,NN,PRP
can you show me the girls ?,show,show,VB,girls,me,NNS,PRP
show me the dress with the black buttons .,show,show,VB,dress,me,NN,PRP
show me the big boy with the ball .,show,show,VB,boy,me,NN,PRP
uh can you show me the mail in the box .,show,show,VB,mail,me,NN,PRP
can you show me the mailbox ?,show,show,VB,mailbox,me,NN,PRP
can you show me the dog house ?,show,show,VB,house,me,NN,PRP
oh go show him the one with the monkey .,show,show,VB,one,him,NN,PRP
go show him the harvard one .,show,show,VB,one,him,NN,PRP
what would have happened if you would have woken up that morning and she wouldn't have left you anything ?,leave,left,VBN,anything,you,NN,PRP
i'll bring you something tonight .,bring,bring,VB,something,you,NN,PRP
the rocks that they gave you ?,give,gave,VBD,you,that,PRP,WDT
now how much do i owe you anyway ?,owe,owe,VB,you,much,PRP,JJ
alright now so now how much do i owe you ?,owe,owe,VB,you,much,PRP,JJ
okay so let's say that i said okay i would like that how much do i owe you ?,owe,owe,VB,you,much,PRP,JJ
what does she tell wilbur in the first movie ?,tell,tell,VB,wilbur,what,NNP,WP
you know there's another thing that we should tell ryan that he might like to visit .,tell,tell,VB,ryan,that,NNP,WDT
can i give you a little hint ?,give,give,VB,hint,you,NN,PRP
it has something there here i'll give you a hint and then you can tell ryan .,give,give,VB,you,something,PRP,NN
i was thinking that you should just tell him the rules again .,tell,tell,VB,rules,him,NNS,PRP
you can tell her some stories about these .,tell,tell,VB,stories,her,NNS,PRP
your gonna show her the compost .,show,show,VB,compost,her,NN,PRP
you wanna go up stairs and show karen your african animals ?,show,show,VB,animals,karen,NNS,NNP
can you show me your african animals ?,show,show,VB,animals,me,NNS,PRP
can you tell me a story about your animals ?,tell,tell,VB,story,me,NN,PRP
i'll give you five .,give,give,VB,five,you,CD,PRP
no who told you that ?,tell,told,VBD,that,you,DT,PRP
sebastian had told him everything .,tell,told,VBN,everything,him,NN,PRP
so it's not a problem at all if you just wanna give me a hard copy and we'll scan it for you .,give,give,VB,copy,me,NN,PRP
read the book or give you a hug .,give,give,VB,hug,you,NN,PRP
she offered to make me human for three days if i gave her my voice in exchange .,give,gave,VBD,voice,her,NN,PRP
they barely left us enough food for ourselves in the winter !,leave,left,VBD,food,us,NN,PRP
uh yeah do you wanna give me the bigger piece of playdoh and i'll make some more .,give,give,VB,piece,me,NN,PRP
you wanna show amanda your sad face ?,show,show,VB,face,amanda,NN,NNP
can you show amanda your sad face ?,show,show,VB,face,amanda,NN,NNP
let's see can you show me some other ones ?,show,show,VB,ones,me,NNS,PRP
show kent your pig stye ?,show,show,VB,pig,kent,NN,NNP
tell kent the big word .,tell,tell,VB,word,kent,NN,NNP
give me that .,give,give,VB,that,me,DT,PRP
and giving em medicine and giving em that .,give,giving,VBG,medicine,em,NN,PRP
you give him a present and let him help them .,give,give,VBP,present,him,NN,PRP
we'll give you some more .,give,give,VB,more,you,JJR,PRP
it shows you all the colors .,show,shows,VBZ,colors,you,NNS,PRP
well yes but you didn't tell me the right answer .,tell,tell,VB,answer,me,NN,PRP
you told me something that nancy said if somebody feels sad and what could happen ?,tell,told,VBD,something,me,NN,PRP
you could give her a hug yup ?,give,give,VB,hug,her,NN,PRP
yep you could give chris a hug .,give,give,VB,hug,chris,NN,NNP
