sentence,lemma,verb,verb_pos,theme,recipient,theme_pos,recipient_pos
the mommy gave her to you ?,give,gave,VBD,her,you,PRP,PRP
who gave it to you ?,give,gave,VBD,it,you,PRP,PRP
explain it to him .,explain,explain,VB,it,him,PRP,PRP
never took you to your preschool ?,take,took,VBD,you,preschool,PRP,NN
so what do what do you think the little girl is saying to the policeman ?,say,saying,VBG,what,policeman,WP,NN
and so he hands it to to peter policeman .,hand,hands,VBZ,it,policeman,PRP,NNP
i'll sell it to you for fifty cents .,sell,sell,VB,it,you,PRP,PRP
you kick the ball around to the team ?,kick,kick,VBP,ball,team,NN,NN
you sent yours to your cousin in kentucky .,send,sent,VBD,yours,cousin,PRP,NN
ross what do you mean you can find bad guys and send them to jail and even us ?,send,send,VB,them,jail,PRP,NN
oh you mean that even marky and daddy can send them to jail .,send,send,VB,them,jail,PRP,NN
and i decided that it was like when you found that plastic coin in the parking lot and we didn't know who it belonged to and there was no way of finding out .,find,found,VBD,coin,lot,NN,NN
since it's getting close to your birthdays i've been thinking of taking you two kids to the photographer and getting your pictures taken .,take,taking,VBG,kids,photographer,NNS,NN
otherwise she said they would have loved to visit been wanting to take the kids to pops and this would have been a good excuse as any you could have sold four tickets .,take,take,VB,kids,pops,NNS,NNS
i'll sit in the chair and you read it to me okay ?,read,read,VBD,it,me,PRP,PRP
we were wondering something about why she had given it to you right .,give,given,VBN,it,you,PRP,PRP
that's what the worms say to each other ?,say,say,VBP,what,other,WP,JJ
you wanna read it to me ?,read,read,VB,it,me,PRP,PRP
and they sent it to the stores and they put it in a can and you eat it .,send,sent,VBD,it,stores,PRP,NNS
now are you going to give all of them away to all of your friends ?,give,give,VB,all,them,DT,PRP
did you give one to daddy yet ?,give,give,VB,one,daddy,PRP,NN
who gave it to you ?,give,gave,VBD,it,you,PRP,PRP
no auntie marilyn gave it to you .,give,gave,VBD,it,you,PRP,PRP
now what is the little girl going to take to camp for a toy ?,take,take,VB,what,camp,WP,NN
is the little boy going to drive that big truck by himself all the way to camp ?,drive,drive,VB,truck,himself,NN,PRP
we have to take this boy to the hospital too .,take,take,VB,boy,hospital,NN,NN
if she goes to saint paul's you'll have to take her to school .,take,take,VB,her,school,PRP,NN
i'll be taking you to school .,take,taking,VBG,you,school,PRP,NN
did you hear the three things that sandy said to us ?,say,said,VBD,that,us,WDT,PRP
oh because you need to give them to other people the extra ones .,give,give,VB,them,people,PRP,NNS
i had a dime and i gave it to eleanor .,give,gave,VBD,it,eleanor,PRP,NNP
they lose more money that way than by giving out a few dimes to people who put things in just as a matter of principle .,give,giving,VBG,dimes,people,NNS,NNS
show it to me after you finish your dinner okay ?,show,show,VB,it,me,PRP,PRP
oh you wanted to show that to her .,show,show,VB,that,her,DT,PRP
no his mommy brought it to me .,bring,brought,VBD,it,me,PRP,PRP
what'd she say to that ?,say,say,VB,what,that,WP,DT
you know that betty's going to bring that dog to israel .,bring,bring,VB,dog,israel,NN,NNP
wanna bring it to me ?,bring,bring,VB,it,me,PRP,PRP
i can't read it when i'm eating but you can show it to me ?,show,show,VB,it,me,PRP,PRP
i'll read it to you .,read,read,VB,it,you,PRP,PRP
you can say things to it .,say,say,VB,things,it,NNS,PRP
i want to learn it teach it to mommy and daddy .,teach,teach,VB,it,mommy,PRP,NN
what do you mean i don't give it back to you ?,give,give,VB,it,you,PRP,PRP
bring the bring the book to me please .,bring,bring,VB,book,me,NN,PRP
give it to mark .,give,give,VB,it,mark,PRP,NNP
you'll have to tell that one to marky .,tell,tell,VB,one,marky,NN,NNP
alright get up in the chair and i'll give it to you .,give,give,VB,it,you,PRP,PRP
sarah's not a name that lends itself to nicknames very much .,lend,lends,VBZ,itself,nicknames,PRP,NNS
grampy gave it to you ?,give,gave,VBD,it,you,PRP,PRP
i read something today for one of my classes that says that children don't really talk to each other .,read,read,VBD,something,one,NN,CD
maybe we could take it to school one day and you could hear all you friends voices on the tape recorder .,take,take,VB,it,school,PRP,NN
they can bring things to their new house .,bring,bring,VB,things,house,NNS,NN
did you show those to ursula .,show,show,VB,those,ursula,DT,NNP
would you show it to ursula ?,show,show,VB,it,ursula,PRP,NNP
show it to ursula ?,show,show,VB,it,ursula,PRP,NNP
put one in there and show it to him adam please ?,show,show,VB,it,him,PRP,PRP
are they gonna take the baby to the park on the slide ?,take,take,VB,baby,park,NN,NN
this is treat and you don't really get the treat right now because we were hoping you could talk about this but your saying nothing to everything we're asking you .,say,saying,VBG,nothing,everything,NN,NN
she wrote a letter to santa claus the other night up at my mother's ?,write,wrote,VBD,letter,claus,NN,NNP
you're giving them to you to them ?,give,giving,VBG,them,you,PRP,PRP
uh this guy gave it to this cook at work .,give,gave,VBD,it,cook,PRP,NN
this guy gave it to a cook and the cook is selling it to you ?,give,gave,VBD,it,cook,PRP,NN
evidently he had known that it had been there because he had seen it when he had br when he had taken it to school .,take,taken,VBN,it,school,PRP,NN
i'm gonna bring it to you .,bring,bring,VB,it,you,PRP,PRP
you're not bringing those to the table .,bring,bringing,VBG,those,table,DT,NN
we served it to uncle joe .,serve,served,VBD,it,joe,PRP,NNP
okay how about bringing your dishes to the sink ?,bring,bringing,VBG,dishes,sink,NNS,NN
do you think that you would like me to read it to you sometime too ?,read,read,VB,it,you,PRP,PRP
and you know why we're going to give it to you .,give,give,VB,it,you,PRP,PRP
who taught that to you ?,teach,taught,VBD,that,you,DT,PRP
and they gave it to you .,give,gave,VBD,it,you,PRP,PRP
did i tell you what she said to me this morning ?,say,said,VBD,what,me,WP,PRP
did i tell you what she said to me this morning ?,say,said,VBD,what,me,WP,PRP
he was giving it to you adam .,give,giving,VBG,it,you,PRP,PRP
you read that one to me if you like .,read,read,VBP,one,me,NN,PRP
are you gonna roll the ball to me ?,roll,roll,VB,ball,me,NN,PRP
you gonna roll the ball to me ?,roll,roll,VB,ball,me,NN,PRP
she brought a little smile to my face that's what happened .,bring,brought,VBD,smile,face,NN,NN
you can give that to me .,give,give,VB,that,me,DT,PRP
there's only one bug but i thought you would like it so i gave it to you .,give,gave,VBD,it,you,PRP,PRP
who sent it to you ?,send,sent,VBD,it,you,PRP,PRP
how about bringing them to the table ?,bring,bringing,VBG,them,table,PRP,NN
what do you think she's whispering to you ?,whisper,whispering,VBG,what,you,WP,PRP
can you describe that to grandma ?,describe,describe,VB,that,grandma,DT,NN
who gave it to you ?,give,gave,VBD,it,you,PRP,PRP
i thought sheryl gave it to you .,give,gave,VBD,it,you,PRP,PRP
i never paid any attention to her .,pay,paid,VBD,attention,her,NN,PRP
show it to your mother .,show,show,VB,it,mother,PRP,NN
if you can see it show it to your mother .,show,show,VB,it,it,PRP,PRP
daddy's taking you to splash lagoon ?,take,taking,VBG,you,lagoon,PRP,NN
and he's is gonna take you to gymnastics and then you'll go to roman's house for supper and you even have to bring over your what to roman's house ?,take,take,VB,you,gymnastics,PRP,NNS
so i was saying when grandma sharon and grandpa dale come should we take them maybe to niagara falls ?,take,take,VB,them,falls,PRP,NNP
please give it to him .,give,give,VB,it,him,PRP,PRP
and did jim explain it all to you about what it was all about ?,explain,explain,VB,it,you,PRP,PRP
you gave it to your mom ?,give,gave,VBD,it,mom,PRP,NN
i think i'll take it to school ?,take,take,VB,it,school,PRP,NN
now did you just bring them to the kids you are really are good friends with or what ?,bring,bring,VB,them,kids,PRP,NNS
but remember right before we went to the first mall you were not feeling well remember what you said to me ?,say,said,VBD,what,me,WP,PRP
so who took care of you when i went to seattle ?,take,took,VBD,care,you,NN,PRP
you could send a valentine to him .,send,send,VB,valentine,him,NN,PRP
now we still have to send your present to grandpa zevenburgen remember we got a present got a present for him together we never mailed it .,send,send,VB,present,zevenburgen,NN,NNP
you offered it to her and then you decided you wanted it back ?,offer,offered,VBD,it,her,PRP,PRP
read it to mommy and show me the pictures afterward ?,read,read,VB,it,mommy,PRP,NN
did you give it to them though .,give,give,VB,it,them,PRP,PRP
could you read it to me ?,read,read,VB,it,me,PRP,PRP
give it to adam .,give,give,VB,it,adam,PRP,NNP
didn't i bring some paper home to you ?,bring,bring,VB,paper,you,NN,PRP
well give that to me and i'll give that to paul .,give,give,VB,that,me,DT,PRP
what are the cat and dog saying to each other ?,say,saying,VBG,what,other,WP,JJ
you said you were gonna go up and sleep over so uncle georgie could take you to the horses and the pig farm .,take,take,VB,you,horses,PRP,NNS
give it to me .,give,give,VB,it,me,PRP,PRP
when you go up she won't say two words to you ?,say,say,VB,words,you,NNS,PRP
can you throw it to me and i'll throw it back ?,throw,throw,VB,it,me,PRP,PRP
out in randolph you have to pay to send them to kindergarten .,send,send,VB,them,kindergarten,PRP,NN
do you want me to roll it to you ?,roll,roll,VB,it,you,PRP,PRP
throw it against the wall and see if it comes back to you .,throw,throw,VB,it,wall,PRP,NN
he said that to me .,say,said,VBD,that,me,DT,PRP
yeah outside of your house and take you on the broom up to the moon .,take,take,VB,you,broom,PRP,NN
explain that to me ross .,explain,explain,VB,that,me,DT,PRP
let me show you i'll show you you don't believe me but i'm really going to prove it prove it to you .,prove,prove,VB,it,you,PRP,PRP
come up here i'm going to really prove it to you .,prove,prove,VB,it,you,PRP,PRP
well maybe ah maybe we should just give it to a different kid .,give,give,VB,it,kid,PRP,NN
if they don't fit let's collect them and give them to someone with a new born baby and i'll replace them for santa claus .,give,give,VB,them,someone,PRP,NN
we'll give these to somebody with a new born baby and we'll get the size that will fit .,give,give,VB,these,somebody,DT,NN
you either get pins or collect them and we'll give them to someone with a little baby .,give,give,VB,them,someone,PRP,NN
take your towels to the play room now .,take,take,VB,towels,room,NNS,NN
whose sled may bring toys to children ?,bring,bring,VB,toys,children,NNS,NNS
do explain it to me .,explain,explain,VB,it,me,PRP,PRP
it just doesn't make sense to me at all .,make,make,VB,sense,me,NN,PRP
do they give vaccinations to girls on the legs any more ?,give,give,VB,vaccinations,girls,NNS,NNS
nana didn't take you to church .,take,take,VB,you,church,PRP,NN
i didn't give them to you .,give,give,VB,them,you,PRP,PRP
no i was gonna give them to you this summer .,give,give,VB,them,you,PRP,PRP
okay please give these to her .,give,give,VB,these,her,DT,PRP
do you want to describe them to doctor weist because he will can never see them so what would you talk about your shoes ?,describe,describe,VB,them,weist,PRP,NN
remember you took it out to show it to betty and donna and the kids ?,show,show,VB,it,betty,PRP,NNP
yes you say it to a person to help explain something or add color to what you're saying .,say,say,VBP,it,person,PRP,NN
yeah we'll take those down to judy .,take,take,VB,those,judy,DT,NNP
no no you made another promise to me earlier tonight what was it ?,make,made,VBD,promise,me,NN,PRP
you made a promise to your father ?,make,made,VBD,promise,father,NN,NN
do you think you'd like me to read the story to you ?,read,read,VB,story,you,NN,PRP
you mean he pointed to you for the goody bag and then he gave it to to somebody else ?,give,gave,VBD,it,somebody,PRP,NN
when it died the waves just carried it to the shore ?,carry,carried,VBD,it,shore,PRP,NN
you wanna push it over to me ?,push,push,VB,it,me,PRP,PRP
you sit over there and push it over to me okay ?,push,push,VBP,it,me,PRP,PRP
okay should we take that out to the car ?,take,take,VB,that,car,DT,NN
start over here sarah and then pull your pencil to me and then down .,pull,pull,VB,pencil,me,NN,PRP
you'll have to write a letter and tell him to bring our gifts here instead of to texas .,bring,bring,VB,gifts,texas,NNS,NNP
then we're going to mail our gifts to texas .,mail,mail,VB,gifts,texas,NNS,NNP
giving one to melissa ?,give,giving,VBG,one,melissa,CD,NNP
guess what daddy when i was in denver i sent a whole list of i sent a list when i was three years old in denver i sent a list to santa .,send,sent,VBD,list,denver,NN,NNP
yeah he sent a list to santa of what he wanted and uh .,send,sent,VBD,list,santa,NN,NNP
ross is going to read this to you marky .,read,read,VB,this,you,DT,PRP
you know mark said roshie to ross because ross says roshie to mark in that baby talk .,say,said,VBD,roshie,ross,NNP,NNP
i'll give mine to her .,give,give,VB,mine,her,PRP,PRP
what do you say to gail ?,say,say,VB,what,gail,WP,NNP
leave it to you to find that .,leave,leave,VB,it,you,PRP,PRP
i think he just send it to my mother and father .,send,send,VB,it,mother,PRP,NN
when when i give it to you ?,give,give,VBP,it,you,PRP,PRP
i'll give this to mommy and then you can do this when you get up okay ?,give,give,VB,this,mommy,DT,NN
i bet daddy's taking jessie to the baby sitter and going in the car ?,take,taking,VBG,jessie,sitter,NNP,NN
oh okay okay so you're announcing it to the store .,announce,announcing,VBG,it,store,PRP,NN
no no take them with me and we'll move out to the country where there's no people living by us so we won't bother anybody .,take,take,VB,them,me,PRP,PRP
so he also gave some to some other children who couldn't come to the party on saturday they come over to play sunday he gave them some of his candy right boo ?,give,gave,VBD,some,children,DT,NNS
i thought you were so excited about your video player you explained it totally to doctor weist in the hallway so and i don't think helga's ever seen one it is actually very interesting it's the first time i saw it the video player .,explain,explained,VBD,it,weist,PRP,NNP
