idx,template_id,item,dative,hypothesis_id,hypothesis_item,template_type,template,combo,stimulus,agent,theme,recipient,theme_pronominality,theme_animacy,theme_definiteness,recipient_pronominality,recipient_animacy,recipient_definiteness,length_diff,givenness_template,theme_givenness,recipient_givenness
9937,1,908,do,908,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Mark and a book with those circles ?
<s> Mark [verb] the book with those circles the box with stuff in it .",Mark,the box with stuff in it,the book with those circles,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9938,1,908,pp,908,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Mark and a book with those circles ?
<s> Mark [verb] the box with stuff in it to the book with those circles .",Mark,the box with stuff in it,the book with those circles,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9939,1,908,do,908,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Judy and some chairs ?
<s> Judy [verb] the chairs the tiny book .",Judy,the tiny book,the chairs,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9940,1,908,pp,908,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Judy and some chairs ?
<s> Judy [verb] the tiny book to the chairs .",Judy,the tiny book,the chairs,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9941,1,908,do,908,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Alex and some white pencils ?
<s> Alex [verb] the white pencils the book with pictures .",Alex,the book with pictures,the white pencils,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9942,1,908,pp,908,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Alex and some white pencils ?
<s> Alex [verb] the book with pictures to the white pencils .",Alex,the book with pictures,the white pencils,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9943,1,908,do,908,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Jenny and some balls ?
<s> Jenny [verb] the balls the little books .",Jenny,the little books,the balls,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9944,1,908,pp,908,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Jenny and some balls ?
<s> Jenny [verb] the little books to the balls .",Jenny,the little books,the balls,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9945,1,908,do,908,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Laura and some chairs ?
<s> Laura [verb] the chairs the green balls .",Laura,the green balls,the chairs,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9946,1,908,pp,908,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Laura and some chairs ?
<s> Laura [verb] the green balls to the chairs .",Laura,the green balls,the chairs,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9947,1,908,do,908,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Michael and a cookie ?
<s> Michael [verb] the cookie the thick books .",Michael,the thick books,the cookie,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9948,1,908,pp,908,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Michael and a cookie ?
<s> Michael [verb] the thick books to the cookie .",Michael,the thick books,the cookie,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9949,1,908,do,908,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Sarah and a book with pictures ?
<s> Sarah [verb] the book with pictures the cookie with pink frosting .",Sarah,the cookie with pink frosting,the book with pictures,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9950,1,908,pp,908,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see Sarah and a book with pictures ?
<s> Sarah [verb] the cookie with pink frosting to the book with pictures .",Sarah,the cookie with pink frosting,the book with pictures,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9951,1,908,do,908,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see William and some cups ?
<s> William [verb] the cups the blue balls .",William,the blue balls,the cups,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9952,1,908,pp,908,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_1,"Do you see William and some cups ?
<s> William [verb] the blue balls to the cups .",William,the blue balls,the cups,noun,inanimate,definite,noun,inanimate,definite,1,1,new,given
9953,1,909,do,909,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Sarah and some cups ?
<s> Sarah [verb] the cups the book with a rabbit in it .",Sarah,the book with a rabbit in it,the cups,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9954,1,909,pp,909,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Sarah and some cups ?
<s> Sarah [verb] the book with a rabbit in it to the cups .",Sarah,the book with a rabbit in it,the cups,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9955,1,909,do,909,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Jenny and a chair ?
<s> Jenny [verb] the chair the cookie with a hole in it .",Jenny,the cookie with a hole in it,the chair,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9956,1,909,pp,909,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Jenny and a chair ?
<s> Jenny [verb] the cookie with a hole in it to the chair .",Jenny,the cookie with a hole in it,the chair,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9957,1,909,do,909,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Michael and a pencil ?
<s> Michael [verb] the pencil the ball with a star on it .",Michael,the ball with a star on it,the pencil,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9958,1,909,pp,909,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Michael and a pencil ?
<s> Michael [verb] the ball with a star on it to the pencil .",Michael,the ball with a star on it,the pencil,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9959,1,909,do,909,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Judy and some food ?
<s> Judy [verb] the food the cookie with a hole in it .",Judy,the cookie with a hole in it,the food,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9960,1,909,pp,909,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Judy and some food ?
<s> Judy [verb] the cookie with a hole in it to the food .",Judy,the cookie with a hole in it,the food,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9961,1,909,do,909,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see William and some cookies ?
<s> William [verb] the cookies the ball with a star on it .",William,the ball with a star on it,the cookies,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9962,1,909,pp,909,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see William and some cookies ?
<s> William [verb] the ball with a star on it to the cookies .",William,the ball with a star on it,the cookies,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9963,1,909,do,909,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Laura and some toys ?
<s> Laura [verb] the toys the book with a rabbit in it .",Laura,the book with a rabbit in it,the toys,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9964,1,909,pp,909,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Laura and some toys ?
<s> Laura [verb] the book with a rabbit in it to the toys .",Laura,the book with a rabbit in it,the toys,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9965,1,909,do,909,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Alex and a box ?
<s> Alex [verb] the box the cookie with a hole in it .",Alex,the cookie with a hole in it,the box,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9966,1,909,pp,909,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Alex and a box ?
<s> Alex [verb] the cookie with a hole in it to the box .",Alex,the cookie with a hole in it,the box,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9967,1,909,do,909,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Mark and a lego ?
<s> Mark [verb] the lego the ball that looks like an egg .",Mark,the ball that looks like an egg,the lego,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9968,1,909,pp,909,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_5,"Do you see Mark and a lego ?
<s> Mark [verb] the ball that looks like an egg to the lego .",Mark,the ball that looks like an egg,the lego,noun,inanimate,definite,noun,inanimate,definite,5,1,new,given
9969,1,910,do,910,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Mark and a chair ?
<s> Mark [verb] the chair the toy that's in the basket .",Mark,the toy that's in the basket,the chair,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9970,1,910,pp,910,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Mark and a chair ?
<s> Mark [verb] the toy that's in the basket to the chair .",Mark,the toy that's in the basket,the chair,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9971,1,910,do,910,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Michael and some cookies ?
<s> Michael [verb] the cookies the ball that's on the floor .",Michael,the ball that's on the floor,the cookies,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9972,1,910,pp,910,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Michael and some cookies ?
<s> Michael [verb] the ball that's on the floor to the cookies .",Michael,the ball that's on the floor,the cookies,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9973,1,910,do,910,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Sarah and a toy ?
<s> Sarah [verb] the toy the box with all the food .",Sarah,the box with all the food,the toy,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9974,1,910,pp,910,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Sarah and a toy ?
<s> Sarah [verb] the box with all the food to the toy .",Sarah,the box with all the food,the toy,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9975,1,910,do,910,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Jenny and a cookie ?
<s> Jenny [verb] the cookie the box with stuff in it .",Jenny,the box with stuff in it,the cookie,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9976,1,910,pp,910,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Jenny and a cookie ?
<s> Jenny [verb] the box with stuff in it to the cookie .",Jenny,the box with stuff in it,the cookie,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9977,1,910,do,910,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see William and a big box ?
<s> William [verb] the big box the ball that looks like an egg .",William,the ball that looks like an egg,the big box,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9978,1,910,pp,910,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see William and a big box ?
<s> William [verb] the ball that looks like an egg to the big box .",William,the ball that looks like an egg,the big box,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9979,1,910,do,910,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Judy and a red toy ?
<s> Judy [verb] the red toy the cookie with a hole in it .",Judy,the cookie with a hole in it,the red toy,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9980,1,910,pp,910,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Judy and a red toy ?
<s> Judy [verb] the cookie with a hole in it to the red toy .",Judy,the cookie with a hole in it,the red toy,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9981,1,910,do,910,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Alex and some cookies ?
<s> Alex [verb] the cookies the box with stuff in it .",Alex,the box with stuff in it,the cookies,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9982,1,910,pp,910,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Alex and some cookies ?
<s> Alex [verb] the box with stuff in it to the cookies .",Alex,the box with stuff in it,the cookies,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9983,1,910,do,910,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Laura and some tool boxes ?
<s> Laura [verb] the tool boxes the cookie with a hole in it .",Laura,the cookie with a hole in it,the tool boxes,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9984,1,910,pp,910,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_4,"Do you see Laura and some tool boxes ?
<s> Laura [verb] the cookie with a hole in it to the tool boxes .",Laura,the cookie with a hole in it,the tool boxes,noun,inanimate,definite,noun,inanimate,definite,4,1,new,given
9985,1,911,do,911,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_3,"Do you see Jenny and a big toy ?
<s> Jenny [verb] the big toy the pencil that's on the radio .",Jenny,the pencil that's on the radio,the big toy,noun,inanimate,definite,noun,inanimate,definite,3,1,new,given
9986,1,911,pp,911,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_3,"Do you see Jenny and a big toy ?
<s> Jenny [verb] the pencil that's on the radio to the big toy .",Jenny,the pencil that's on the radio,the big toy,noun,inanimate,definite,noun,inanimate,definite,3,1,new,given
9987,1,911,do,911,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_3,"Do you see Mark and some white pencils ?
<s> Mark [verb] the white pencils the ball that's on on top .",Mark,the ball that's on on top,the white pencils,noun,inanimate,definite,noun,inanimate,definite,3,1,new,given
9988,1,911,pp,911,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_3,"Do you see Mark and some white pencils ?
<s> Mark [verb] the ball that's on on top to the white pencils .",Mark,the ball that's on on top,the white pencils,noun,inanimate,definite,noun,inanimate,definite,3,1,new,given
9989,1,911,do,911,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_3,"Do you see Laura and a box ?
<s> Laura [verb] the box the cookie with pink frosting .",Laura,the cookie with pink frosting,the box,noun,inanimate,definite,noun,inanimate,definite,3,1,new,given
9990,1,911,pp,911,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_3,"Do you see Laura and a box ?
<s> Laura [verb] the cookie with pink frosting to the box .",Laura,the cookie with pink frosting,the box,noun,inanimate,definite,noun,inanimate,definite,3,1,new,given
9991,1,911,do,911,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_3,"Do you see Alex and a green ball ?
<s> Alex [verb] the green ball the cookie with m and ms .",Alex,the cookie with m and ms,the green ball,noun,inanimate,definite,noun,inanimate,definite,3,1,new,given
9992,1,911,pp,911,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_3,"Do you see Alex and a green ball ?
<s> Alex [verb] the cookie with m and ms to the green ball .",Alex,the cookie with m and ms,the green ball,noun,inanimate,definite,noun,inanimate,definite,3,1,new,given
9993,1,911,do,911,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_3,"Do you see Sarah and some little cookies ?
<s> Sarah [verb] the little cookies the toy that's in the box .",Sarah,the toy that's in the box,the little cookies,noun,inanimate,definite,noun,inanimate,definite,3,1,new,given
9994,1,911,pp,911,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_3,"Do you see Sarah and some little cookies ?
<s> Sarah [verb] the toy that's in the box to the little cookies .",Sarah,the toy that's in the box,the little cookies,noun,inanimate,definite,noun,inanimate,definite,3,1,new,given
9995,1,911,do,911,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_3,"Do you see Michael and some pencils ?
<s> Michael [verb] the pencils the box with the blocks .",Michael,the box with the blocks,the pencils,noun,inanimate,definite,noun,inanimate,definite,3,1,new,given
